#
# icon/channel logos for shepherd's logo logic
#

#
# THEME : theme name : theme description : preview (user) URL
#

THEME	standard	Standard Free-to-air logos	http://svn.whuffy.com/index.fcgi/wiki/channel_icons
#ICON	SBS ONE		tatey_blue	http://tatey.com/images/au_network_logos/sbs.png
ICON    SBS ONE         frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/sbs.png
ICON	SBS ONE		frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/sbs.png
ICON	SBS ONE		frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/sbs.png
ICON	SBS ONE		frogman_hybrid	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/sbs.png
ICON	SBS ONE		t8_blue		http://ash.ms/projects/channels/download/icons-t8-blue/png/sbs.png
ICON	SBS ONE		t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/sbs.png
ICON	SBS ONE		yourtv		http://contentserver.com.au/assets/270224_sbs-one.gif
ICON    SBS ONE     schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/SBS_ONE.png

#ICON   SBS TWO         standard        http://imagestore.ugbox.net/thumb/sbs_861c4b17d8fc1856b8142446ddf6.jpg
ICON    SBS TWO         frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/sbs-two.png
ICON    SBS TWO         frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/sbs-two.png
ICON    SBS TWO         frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/sbs-two.png
ICON    SBS TWO         frogman_hybrid 	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/sbs-two.png
ICON    SBS TWO         t8_blue		http://ash.ms/projects/channels/download/icons-t8-blue/png/sbs-two.png
ICON    SBS TWO         t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/sbs-two.png
ICON	SBS TWO		yourtv		http://contentserver.com.au/assets/270225_sbs-two.gif
ICON    SBS VICELAND     schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/SBS_Viceland.png

ICON    SBS VICELAND HD     schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/SBS_Viceland_HD.png

ICON	SBS HD	standard	http://img196.imageshack.us/img196/7526/sbs861c4b17d8fc1856b814.png
#ICON	SBS HD	tatey_blue	http://tatey.com/images/au_network_logos/sbs-hd.png
ICON    SBS HD  frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/sbs-hd.png
ICON	SBS HD	frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/sbs-hd.png
ICON	SBS HD	frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/sbs-hd.png
ICON	SBS HD	frogman_hybrid	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/sbs-hd.png
ICON	SBS HD	t8_blue		http://ash.ms/projects/channels/download/icons-t8-blue/png/sbs-hd.png
ICON	SBS HD	t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/sbs-hd.png
ICON	SBS HD	yourtv		http://contentserver.com.au/assets/270223_sbs-hd.gif
ICON    SBS HD schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/SBS_HD.png

# miscellaneous regional logos

ICON	WIN	lyngsat		http://www.lyngsat-logo.com/logo/tv/ww/win_tv_au.jpg
ICON	WIN	frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/win.png
ICON    WIN	frogman_blue    http://ash.ms/projects/channels/download/icons-frogman-blue/png/win.png
ICON    WIN	frogman_green   http://ash.ms/projects/channels/download/icons-frogman-green/png/win.png
ICON    WIN	frogman_hybrid  http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/win.png
ICON    WIN	t8_blue         http://ash.ms/projects/channels/download/icons-t8-blue/png/win.png
ICON    WIN	t8_hybrid       http://ash.ms/projects/channels/download/icons-t8-hybrid/png/win.png
ICON	WIN	yourtv		http://contentserver.com.au/assets/270231_win.gif
ICON    WIN schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/WIN.png

ICON    WIN HD   schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/WINHD.png

ICON    WIN Peach    schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/WINPeach.png

ICON    WIN Boss     schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/WINBoss.png

ICON	SC10	lyngsat		http://www.lyngsat-logo.com/logo/tv/ss/southern_cross_ten.jpg
ICON	SC10	frogman_plain	http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/southern-cross-ten.png
ICON    SC10	frogman_blue	http://ash.ms/projects/channels/download/icons-frogman-blue/png/southern-cross-ten.png
ICON    SC10	frogman_green	http://ash.ms/projects/channels/download/icons-frogman-green/png/southern-cross-ten.png
ICON    SC10	frogman_hybrid	http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/southern-cross-ten.png
ICON    SC10	t8_blue	http://ash.ms/projects/channels/download/icons-t8-blue/png/southern-cross-ten.png
ICON    SC10	t8_hybrid	http://ash.ms/projects/channels/download/icons-t8-hybrid/png/southern-cross-ten.png
ICON	SC10	yourtv		http://contentserver.com.au/assets/270228_sthncrosstv-ten.gif
ICON    SC10    schmittyd-standard    https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/SC10.png

ICON    SCTV  lyngsat         http://www.lyngsat-logo.com/logo/tv/ss/southern_cross_tv.jpg
ICON    SCTV  frogman_plain   http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/southern-cross-television.png
ICON    SCTV  frogman_blue    http://ash.ms/projects/channels/download/icons-frogman-blue/png/southern-cross-television.png
ICON    SCTV  frogman_green   http://ash.ms/projects/channels/download/icons-frogman-green/png/southern-cross-television.png
ICON    SCTV  frogman_hybrid  http://ash.ms/projects/channels/download/icons-frogman-hybrid/png/southern-cross-television.png
ICON    SCTV  t8_blue         http://ash.ms/projects/channels/download/icons-t8-blue/png/southern-cross-television.png
ICON    SCTV  t8_hybrid       http://ash.ms/projects/channels/download/icons-t8-hybrid/png/southern-cross-television.png
ICON	SCTV	yourtv		http://contentserver.com.au/assets/270226_sthncrosstv.gif
ICON	SCTV   schmittyd-standard		https://raw.githubusercontent.com/schmittyd/tv-logos/master/Australia/standard/fta/SCTV.png

ICON    Prime	wikipedia       http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/PrimeTelevision2001.svg/200px-PrimeTelevision2001.svg.png
ICON    Prime   frogman_plain   http://barstool.ash.ms/tv-channel-icons/icons-plain-plain/png/prime.png
